No.,Time,Source,Destination,Protocol,Length,Info,Label
587953,54371.18077,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587960,54371.18097,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
588007,54376.19708,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588008,54376.19726,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588056,54381.19713,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588059,54381.3868,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
588062,54381.38699,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588068,54381.38715,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
588118,54386.39723,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588119,54386.39745,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588166,54391.39731,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588170,54391.55054,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
588174,54391.55075,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588179,54391.55094,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
588226,54396.59743,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588227,54396.59761,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588274,54401.24667,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
588279,54401.24698,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
588324,54406.24776,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588325,54406.24795,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588375,54411.24789,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588379,54411.356,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
588383,54411.35622,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588388,54411.35639,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
588436,54416.39772,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588437,54416.39795,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588489,54421.39777,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588495,54421.77704,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
588499,54421.77724,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588504,54421.77742,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
588551,54426.79792,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588552,54426.79815,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588599,54431.79795,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588606,54432.27898,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
588608,54432.27909,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588615,54432.27937,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
588664,54437.29807,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588665,54437.29827,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588711,54441.99744,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
588716,54441.99783,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
588761,54446.99823,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588762,54446.99844,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588811,54451.99831,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588812,54452.00072,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
588817,54452.00103,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588821,54452.00123,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
588872,54457.04858,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588873,54457.04877,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588921,54462.04865,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588932,54462.82856,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
588934,54462.82867,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
588941,54462.82892,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
588990,54467.84877,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
588991,54467.84894,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
589031,54471.93804,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
589036,54471.93835,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
589083,54476.94874,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
589084,54476.94892,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
589131,54481.66934,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
589136,54481.66969,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
589183,54486.69882,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
589184,54486.69896,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
589233,54491.69887,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
589240,54492.05526,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
589245,54492.05545,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
589249,54492.0557,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
589299,54497.09898,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
589304,54497.40401,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
589309,54497.40419,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
589313,54497.40435,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
589362,54502.30954,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
589367,54502.30978,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
589413,54507.34915,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
589414,54507.34936,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
589463,54512.30299,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
589468,54512.30329,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
589517,54517.34927,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
589518,54517.34942,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
589565,54522.34942,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
589571,54522.81991,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
589575,54522.82012,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
589580,54522.82029,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
589629,54527.84974,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
589630,54527.84994,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
589676,54532.23033,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
589681,54532.23065,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
589728,54537.2499,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
589729,54537.25009,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
589778,54542.24988,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
589783,54542.37117,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
589788,54542.37134,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
589792,54542.37153,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
589837,54547.39986,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
589838,54547.40006,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
589887,54552.39982,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
589893,54552.99926,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
589897,54552.99946,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
589902,54552.99961,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
589949,54558.00002,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
589950,54558.00023,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
589997,54562.80522,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
590002,54562.80558,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
590055,54567.85035,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590056,54567.85054,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590105,54572.85037,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590107,54572.96041,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
590112,54572.96061,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590116,54572.96085,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
590167,54578.00033,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590168,54578.00051,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590217,54582.83797,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
590222,54582.83832,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
590270,54587.85072,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590271,54587.85093,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590318,54592.85069,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590322,54593.14947,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
590327,54593.14977,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590331,54593.15002,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
590380,54598.15061,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590381,54598.1508,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590430,54603.05599,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
590435,54603.05635,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
590482,54608.10078,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590483,54608.10097,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590532,54613.10081,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590533,54613.12806,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
590536,54613.12826,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590542,54613.12847,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
590587,54618.15096,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590588,54618.15119,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590637,54623.15099,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590641,54623.27522,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
590643,54623.27536,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590650,54623.27555,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
590695,54628.30111,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590696,54628.3013,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590745,54633.3012,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590750,54633.47402,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
590755,54633.4742,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590759,54633.47435,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
590808,54638.50128,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590809,54638.50148,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590858,54643.50128,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590859,54643.51138,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
590864,54643.51164,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590868,54643.51181,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
590915,54648.55146,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590916,54648.55167,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590963,54653.55152,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
590967,54653.81057,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
590969,54653.8107,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
590976,54653.81101,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
591026,54658.85174,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591027,54658.85196,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591076,54663.65074,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
591081,54663.65098,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
591134,54668.65191,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591135,54668.65213,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591184,54673.652,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591190,54674.21279,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
591192,54674.21291,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591199,54674.21316,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
591279,54679.2521,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591280,54679.25223,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591329,54684.25218,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591330,54684.25918,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
591335,54684.25942,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591339,54684.25959,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
591386,54689.30212,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591387,54689.30231,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591434,54694.15652,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
591439,54694.15687,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
591486,54699.20225,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591487,54699.20245,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591538,54704.20227,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591540,54704.26424,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
591545,54704.26451,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591549,54704.26471,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
591595,54709.30239,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591596,54709.30253,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591647,54714.30246,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591649,54714.41255,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
591654,54714.41272,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591658,54714.41292,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
591706,54719.45271,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591707,54719.4529,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591758,54724.45288,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591760,54724.60246,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
591762,54724.60259,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591769,54724.60285,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
591816,54729.60265,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591817,54729.60285,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591866,54734.57117,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
591871,54734.57145,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
591921,54739.60284,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591922,54739.60307,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591973,54744.60285,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
591977,54744.70455,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
591979,54744.70467,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
591986,54744.7049,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
592053,54749.75305,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
592054,54749.75326,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
592113,54754.75311,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
592117,54755.04867,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
592122,54755.04899,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
592126,54755.04918,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
592174,54760.05348,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
592175,54760.05365,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
592225,54765.05344,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
592227,54765.23571,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
592232,54765.23598,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
592236,54765.23627,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
592285,54770.25366,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
592286,54770.25384,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
592335,54775.25362,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
592337,54775.33552,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
592340,54775.33569,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
592346,54775.33595,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
592393,54780.35356,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
592394,54780.35374,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
592446,54785.35356,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
592451,54785.52878,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
592454,54785.52897,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
592460,54785.52921,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
592505,54790.55366,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
592506,54790.55387,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
592552,54795.47542,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
592557,54795.47569,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
592605,54800.50379,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
